100,100,100,0.016928,0.156250,0.000001,0.118150
128,128,128,0.013783,0.281250,0.000001,0.304314
256,256,256,0.020730,0.875000,0.000001,1.618628
500,500,500,0.034988,2.250000,0.000002,7.145343
512,512,512,0.034415,2.125000,0.000002,7.799954
1000,1000,1000,0.086541,6.500000,0.000003,23.110304
1024,1024,1024,0.109135,7.250000,0.000003,19.677294
2048,2048,2048,0.551435,21.500000,0.000004,31.154833
3000,3000,3000,1.795029,35.000000,0.000005,30.083086
4096,4096,4096,4.439092,59.000000,0.000006,30.961052
5000,5000,5000,7.902580,82.000000,0.000007,31.635239
8192,8192,8192,33.486343,178.000000,0.000009,32.834629
10000,10000,10000,60.050761,240.000000,0.000010,33.305157
256,32,256,0.015319,0.023438,0.000000,0.273806
500,32,500,0.043852,0.023438,0.000000,0.364863
512,32,512,0.023431,0.031250,0.000000,0.716025
1000,32,1000,0.036146,0.023438,0.000000,1.770586
1024,32,1024,0.037945,0.031250,0.000000,1.768583
2048,32,2048,0.104944,0.031250,0.000000,2.557882
3000,32,3000,0.142486,0.031250,0.000000,4.042508
4096,32,4096,0.247010,0.031250,0.000000,4.346958
5000,32,5000,0.317685,0.031250,0.000000,5.036441
8192,32,8192,0.830667,0.031250,0.000000,5.170505
10000,32,10000,1.222218,0.031250,0.000000,5.236381
256,64,256,0.017035,0.093750,0.000001,0.492437
500,64,500,0.022094,0.109375,0.000001,1.448348
512,64,512,0.024005,0.125000,0.000001,1.397796
1000,64,1000,0.037524,0.125000,0.000001,3.411164
1024,64,1024,0.039494,0.125000,0.000001,3.398410
2048,64,2048,0.089636,0.125000,0.000001,5.989432
3000,64,3000,0.161691,0.140625,0.000001,7.124720
4096,64,4096,0.266335,0.125000,0.000001,8.063093
5000,64,5000,0.321525,0.140625,0.000001,9.952575
8192,64,8192,0.820504,0.140625,0.000001,10.469090
10000,64,10000,1.186550,0.140625,0.000001,10.787579
256,128,256,0.020496,0.281250,0.000001,0.818575
500,128,500,0.045264,0.281250,0.000001,1.413942
512,128,512,0.025120,0.312500,0.000001,2.671512
1000,128,1000,0.039996,0.343750,0.000001,6.400668
1024,128,1024,0.041164,0.406250,0.000001,6.521194
2048,128,2048,0.096231,0.343750,0.000001,11.157920
3000,128,3000,0.193435,0.343750,0.000001,11.910948
4096,128,4096,0.303343,0.406250,0.000001,14.158795
5000,128,5000,0.379975,0.406250,0.000001,16.843233
8192,128,8192,1.015315,0.375000,0.000001,16.920723
10000,128,10000,1.398266,0.375000,0.000001,18.308384
256,156,256,0.017624,0.375000,0.000001,1.160193
500,156,500,0.023432,0.406250,0.000001,3.328836
512,156,512,0.048663,0.375000,0.000001,1.680736
1000,156,1000,0.051190,0.437500,0.000001,6.094995
1024,128,1024,0.042876,0.406250,0.000001,6.260672
2048,156,2048,0.123806,0.437500,0.000001,10.569959
3000,128,3000,0.180990,0.343750,0.000001,12.729968
4096,156,4096,0.289068,0.437500,0.000001,18.108170
5000,156,5000,0.417207,0.468750,0.000001,18.695757
8192,156,8192,0.975308,0.500000,0.000001,21.468054
10000,156,10000,1.392770,0.500000,0.000001,22.401394
