100,100,100,0.016722,0.187500,0.000001,0.119602
128,128,128,0.020669,0.281250,0.000001,0.202931
256,256,256,0.036278,0.875000,0.000001,0.924924
500,500,500,0.102866,2.125000,0.000002,2.430356
512,512,512,0.089421,2.125000,0.000002,3.001915
1000,1000,1000,0.324877,6.250000,0.000002,6.156171
1024,1024,1024,0.359040,6.500000,0.000003,5.981177
2048,2048,2048,1.819012,20.500000,0.000004,9.444615
3000,3000,3000,4.833598,32.500000,0.000004,11.171801
4096,4096,4096,10.521641,62.000000,0.000006,13.062503
5000,5000,5000,17.406451,77.000000,0.000006,14.362491
8192,8192,8192,60.834474,174.000000,0.000008,18.073826
10000,10000,10000,102.617346,230.000000,0.000009,19.489882
256,32,256,0.020154,0.039062,0.000000,0.208111
500,32,500,0.048849,0.039062,0.000000,0.327541
512,32,512,0.027164,0.046875,0.000001,0.617616
1000,32,1000,0.050493,0.046875,0.000001,1.267497
1024,32,1024,0.047803,0.046875,0.000000,1.403853
2048,32,2048,0.114741,0.046875,0.000001,2.339482
3000,32,3000,0.187399,0.046875,0.000001,3.073652
4096,32,4096,0.307134,0.062500,0.000001,3.496005
5000,32,5000,0.430948,0.054688,0.000001,3.712742
8192,32,8192,0.995284,0.054688,0.000001,4.315318
10000,32,10000,1.455630,0.054688,0.000001,4.396720
256,64,256,0.024804,0.093750,0.000001,0.338199
500,64,500,0.033863,0.109375,0.000001,0.944977
512,64,512,0.028572,0.109375,0.000001,1.174373
1000,64,1000,0.054196,0.109375,0.000001,2.361797
1024,64,1024,0.060572,0.109375,0.000001,2.215850
2048,64,2048,0.140030,0.125000,0.000001,3.833957
3000,64,3000,0.219375,0.125000,0.000001,5.251289
4096,64,4096,0.351285,0.125000,0.000001,6.113226
5000,64,5000,0.474649,0.125000,0.000001,6.741818
8192,64,8192,1.114057,0.140625,0.000001,7.710496
10000,64,10000,1.605374,0.140625,0.000001,7.973220
256,128,256,0.027664,0.250000,0.000001,0.606468
500,128,500,0.039763,0.281250,0.000001,1.609537
512,128,512,0.042529,0.312500,0.000001,1.577951
1000,128,1000,0.071305,0.343750,0.000001,3.590235
1024,128,1024,0.077527,0.312500,0.000001,3.462476
2048,128,2048,0.193546,0.343750,0.000001,5.547743
3000,128,3000,0.287575,0.343750,0.000001,8.011827
4096,128,4096,0.421233,0.375000,0.000001,10.196186
5000,128,5000,0.586547,0.343750,0.000001,10.911321
8192,128,8192,1.354173,0.375000,0.000001,12.686617
10000,128,10000,2.646672,0.375000,0.000001,9.672523
256,156,256,0.036304,0.375000,0.000001,0.563223
500,156,500,0.046983,0.406250,0.000001,1.660158
512,156,512,0.041418,0.375000,0.000001,1.974712
1000,156,1000,0.082176,0.406250,0.000001,3.796709
1024,128,1024,0.080221,0.312500,0.000001,3.346189
2048,156,2048,0.175933,0.406250,0.000001,7.438191
3000,128,3000,0.269533,0.343750,0.000001,8.548121
4096,156,4096,0.453784,0.468750,0.000001,11.535192
5000,156,5000,0.628533,0.437500,0.000001,12.409851
8192,156,8192,1.458477,0.468750,0.000001,14.356052
10000,156,10000,2.060004,0.500000,0.000001,15.145603
