100,100,100,0.020693,0.187500,0.000001,0.096653
128,128,128,0.031347,0.312500,0.000001,0.133802
256,256,256,0.029464,0.875000,0.000001,1.138844
500,500,500,0.074383,2.375000,0.000002,3.360966
512,512,512,0.079182,2.625000,0.000002,3.390122
1000,1000,1000,0.289391,7.750000,0.000003,6.911058
1024,1024,1024,0.312332,7.750000,0.000003,6.875654
2048,2048,2048,1.659730,23.500000,0.000005,10.351001
3000,3000,3000,4.290219,38.500000,0.000005,12.586769
4096,4096,4096,9.530149,68.000000,0.000007,14.421491
5000,5000,5000,15.610740,97.000000,0.000008,16.014616
8192,8192,8192,56.146800,202.000000,0.000010,19.582802
10000,10000,10000,95.137061,260.000000,0.000010,21.022303
256,32,256,0.017771,0.039062,0.000001,0.236026
500,32,500,0.021724,0.046875,0.000001,0.736515
512,32,512,0.027760,0.046875,0.000001,0.604374
1000,32,1000,0.036421,0.054688,0.000001,1.757207
1024,32,1024,0.040034,0.046875,0.000001,1.676280
2048,32,2048,0.077296,0.054688,0.000001,3.472814
3000,32,3000,0.123838,0.062500,0.000001,4.651224
4096,32,4096,0.201379,0.062500,0.000001,5.331934
5000,32,5000,0.289676,0.062500,0.000001,5.523405
8192,32,8192,0.631345,0.054688,0.000001,6.802884
10000,32,10000,0.896568,0.062500,0.000001,7.138333
256,64,256,0.019220,0.109375,0.000001,0.436447
500,64,500,0.027001,0.125000,0.000001,1.185122
512,64,512,0.025244,0.109375,0.000001,1.329225
1000,64,1000,0.042147,0.125000,0.000001,3.037021
1024,64,1024,0.046191,0.125000,0.000001,2.905695
2048,64,2048,0.092950,0.140625,0.000001,5.775887
3000,64,3000,0.167957,0.156250,0.000001,6.858908
4096,64,4096,0.253567,0.156250,0.000001,8.469111
5000,64,5000,0.330365,0.156250,0.000001,9.686263
8192,64,8192,0.786496,0.156250,0.000001,10.921782
10000,64,10000,1.085761,0.156250,0.000001,11.788965
256,128,256,0.381932,0.281250,0.000001,0.043927
500,128,500,0.033747,0.343750,0.000001,1.896467
512,128,512,0.034793,0.343750,0.000001,1.928798
1000,128,1000,0.054851,0.406250,0.000001,4.667167
1024,128,1024,0.072449,0.406250,0.000001,3.705171
2048,128,2048,0.132149,0.375000,0.000001,8.125266
3000,128,3000,0.214711,0.375000,0.000001,10.730682
4096,128,4096,0.342185,0.468750,0.000001,12.551601
5000,128,5000,0.457524,0.406250,0.000001,13.988341
8192,128,8192,1.056026,0.437500,0.000001,16.268412
10000,128,10000,1.473841,0.406250,0.000001,17.369579
256,156,256,0.025882,0.437500,0.000001,0.790031
500,156,500,1.099902,0.437500,0.000001,0.070915
512,156,512,0.030844,0.406250,0.000001,2.651737
1000,156,1000,0.061085,0.468750,0.000001,5.107653
1024,128,1024,0.071886,0.406250,0.000001,3.734182
2048,156,2048,0.141733,0.437500,0.000001,9.232984
3000,128,3000,0.206072,0.375000,0.000001,11.180581
4096,156,4096,0.415081,0.468750,0.000001,12.610784
5000,156,5000,0.516597,0.500000,0.000001,15.098809
8192,156,8192,1.197907,0.531250,0.000001,17.478788
10000,156,10000,1.655335,0.531250,0.000001,18.848145
