100,100,100,0.017072,0.187500,0.000001,0.117149
128,128,128,0.016231,0.281250,0.000001,0.258419
256,256,256,0.023250,0.937500,0.000001,1.443181
500,500,500,0.045565,2.375000,0.000002,5.486648
512,512,512,0.043857,2.250000,0.000002,6.120670
1000,1000,1000,0.125277,6.500000,0.000002,15.964675
1024,1024,1024,0.137805,7.250000,0.000003,15.583453
2048,2048,2048,0.767567,22.000000,0.000004,22.382231
3000,3000,3000,2.297396,34.500000,0.000005,23.504871
4096,4096,4096,5.524921,59.000000,0.000006,24.876186
5000,5000,5000,9.510416,82.000000,0.000007,26.286968
8192,8192,8192,38.222998,178.000000,0.000009,28.765709
10000,10000,10000,67.055279,240.000000,0.000010,29.826138
256,32,256,0.017039,0.039062,0.000000,0.246158
500,32,500,0.041638,0.046875,0.000000,0.384264
512,32,512,0.022019,0.046875,0.000000,0.761929
1000,32,1000,0.036237,0.046875,0.000001,1.766142
1024,32,1024,0.036584,0.046875,0.000001,1.834357
2048,32,2048,0.083905,0.046875,0.000001,3.199261
3000,32,3000,0.133400,0.054688,0.000001,4.317825
4096,32,4096,0.231203,0.046875,0.000001,4.644152
5000,32,5000,0.323500,0.046875,0.000001,4.945903
8192,32,8192,0.729171,0.054688,0.000001,5.890205
10000,32,10000,1.064794,0.054688,0.000001,6.010554
256,64,256,0.017545,0.093750,0.000001,0.478117
500,64,500,0.023872,0.109375,0.000001,1.340480
512,64,512,0.025337,0.109375,0.000001,1.324328
1000,64,1000,0.042263,0.125000,0.000001,3.028636
1024,64,1024,0.040900,0.125000,0.000001,3.281587
2048,64,2048,0.091199,0.125000,0.000001,5.886784
3000,64,3000,0.160637,0.140625,0.000001,7.171466
4096,64,4096,0.253058,0.140625,0.000001,8.486125
5000,64,5000,0.354970,0.140625,0.000001,9.014852
8192,64,8192,0.782512,0.156250,0.000001,10.977383
10000,64,10000,1.140631,0.140625,0.000001,11.221863
256,128,256,0.017588,0.281250,0.000001,0.953924
500,128,500,0.049895,0.281250,0.000001,1.282681
512,128,512,0.027019,0.312500,0.000001,2.483802
1000,128,1000,0.041771,0.343750,0.000001,6.128610
1024,128,1024,0.047040,0.343750,0.000001,5.706573
2048,128,2048,0.104028,0.343750,0.000001,10.321707
3000,128,3000,0.186516,0.343750,0.000001,12.352798
4096,128,4096,0.282235,0.375000,0.000001,15.217719
5000,128,5000,0.383924,0.375000,0.000001,16.669987
8192,128,8192,0.946999,0.375000,0.000001,18.141375
10000,128,10000,1.359978,0.375000,0.000001,18.823839
256,156,256,0.020542,0.375000,0.000001,0.995378
500,156,500,0.026138,0.406250,0.000001,2.984202
512,156,512,0.029126,0.375000,0.000001,2.808138
1000,156,1000,0.045964,0.406250,0.000001,6.787938
1024,128,1024,0.047340,0.343750,0.000001,5.670412
2048,156,2048,0.119672,0.437500,0.000001,10.935079
3000,128,3000,0.164405,0.343750,0.000001,14.014152
4096,156,4096,0.312246,0.437500,0.000001,16.763985
5000,156,5000,0.404144,0.468750,0.000001,19.300045
8192,156,8192,0.991773,0.500000,0.000001,21.111643
10000,156,10000,1.459359,0.500000,0.000001,21.379250
